-1.00E+01	5.07E+12
-5.00E+00	2.51E+12
0.00E+00	1.24E+12
5.00E+00	6.15E+11
1.00E+01	3.04E+11
1.50E+01	6.50E+10
2.00E+01	1.13E+10
2.50E+01	1.69E+09
3.00E+01	2.10E+08
3.50E+01	3.86E+07
4.00E+01	4.61E+06
4.50E+01	5.97E+05
5.00E+01	7.44E+04
5.50E+01	9.26E+03
6.00E+01	1.24E+03
6.50E+01	1.86E+02
7.00E+01	3.05E+01
7.50E+01	5.30E+00
8.00E+01	1.00E+00
8.50E+01	2.04E-01
9.00E+01	4.65E-02
9.50E+01	1.22E-02
1.00E+02	3.63E-03
1.05E+02	1.31E-03
1.10E+02	5.79E-04
