8.492382e-07	2.977320e+07	8.590870e+05
1.069130e-06	2.974690e+07	9.470720e+05
1.345952e-06	2.953400e+07	9.666490e+05
1.694455e-06	2.955460e+07	9.283370e+05
1.856503e-06	2.916870e+07	1.125230e+06
2.133189e-06	2.932580e+07	1.044810e+06
2.337204e-06	2.914460e+07	1.096030e+06
2.685528e-06	2.934090e+07	1.072250e+06
2.942358e-06	2.907550e+07	1.213850e+06
3.380878e-06	2.935740e+07	1.120370e+06
3.704213e-06	2.910060e+07	1.211410e+06
4.256273e-06	2.930600e+07	1.158370e+06
4.663322e-06	2.903320e+07	1.291710e+06
4.842226e-06	2.883160e+07	1.360210e+06
5.358329e-06	2.935510e+07	1.177430e+06
5.870779e-06	2.902000e+07	1.305390e+06
6.096017e-06	2.886710e+07	1.415670e+06
6.745741e-06	2.924190e+07	1.210200e+06
7.390870e-06	2.894880e+07	1.343320e+06
7.674410e-06	2.873520e+07	1.494190e+06
8.492382e-06	2.921130e+07	1.216400e+06
9.304553e-06	2.901110e+07	1.301650e+06
9.661521e-06	2.873570e+07	1.511470e+06
1.069130e-05	2.930520e+07	1.224530e+06
1.171374e-05	2.890360e+07	1.358990e+06
1.216312e-05	2.872940e+07	1.566920e+06
1.345952e-05	2.926330e+07	1.243890e+06
1.441696e-05	2.856660e+07	1.614910e+06
1.474673e-05	2.889240e+07	1.457370e+06
1.531247e-05	2.870720e+07	1.547600e+06
1.694455e-05	2.934160e+07	1.289460e+06
1.814993e-05	2.873420e+07	1.757860e+06
1.856503e-05	2.895460e+07	1.463510e+06
1.927725e-05	2.873520e+07	1.639490e+06
2.133189e-05	2.938070e+07	1.366960e+06
2.284934e-05	2.867200e+07	1.763790e+06
2.337204e-05	2.896010e+07	1.409310e+06
2.426862e-05	2.877050e+07	1.647760e+06
2.685528e-05	2.932490e+07	1.358050e+06
2.876565e-05	2.864580e+07	1.814080e+06
2.942358e-05	2.899920e+07	1.446460e+06
3.055237e-05	2.871050e+07	1.625570e+06
3.380878e-05	2.998700e+07	1.366020e+06
3.621377e-05	2.866500e+07	1.781910e+06
3.704213e-05	2.907370e+07	1.471940e+06
3.846319e-05	2.873670e+07	1.674030e+06
4.256273e-05	2.969550e+07	1.085050e+06
4.559046e-05	2.866390e+07	1.849300e+06
4.663322e-05	2.924130e+07	1.542040e+06
4.842226e-05	2.885350e+07	1.744300e+06
5.131463e-05	2.858590e+07	1.962190e+06
5.358329e-05	2.970590e+07	1.588670e+06
5.739496e-05	2.872890e+07	1.960150e+06
5.870779e-05	2.932830e+07	1.529930e+06
6.096017e-05	2.899990e+07	1.758730e+06
6.460145e-05	2.849660e+07	2.037330e+06
6.745741e-05	2.971620e+07	1.442250e+06
7.225597e-05	2.873520e+07	1.992410e+06
7.390870e-05	2.963210e+07	1.450440e+06
7.674410e-05	2.895340e+07	1.836020e+06
8.132819e-05	2.866800e+07	2.119560e+06
8.492382e-05	2.974400e+07	1.431860e+06
9.096486e-05	2.868680e+07	1.985870e+06
9.304553e-05	2.955310e+07	1.438830e+06
9.661521e-05	2.921750e+07	1.893700e+06
1.023862e-04	2.868890e+07	2.263690e+06
1.069130e-04	2.983620e+07	1.477860e+06
1.145181e-04	2.887350e+07	2.083810e+06
1.171374e-04	2.982210e+07	2.043100e+06
1.216312e-04	2.918610e+07	1.861410e+06
1.288965e-04	2.876500e+07	2.310400e+06
1.345952e-04	2.995230e+07	1.473630e+06
1.441696e-04	2.888050e+07	2.076200e+06
1.474673e-04	2.963590e+07	1.645220e+06
1.531247e-04	2.937010e+07	1.948610e+06
1.622712e-04	2.888400e+07	2.355240e+06
1.694455e-04	3.001120e+07	1.476900e+06
1.814993e-04	2.916160e+07	2.210350e+06
1.856503e-04	2.976800e+07	1.786650e+06
1.927725e-04	2.963840e+07	1.845890e+06
2.042872e-04	2.883600e+07	2.459800e+06
2.133189e-04	3.007620e+07	1.456670e+06
2.284934e-04	2.916060e+07	2.138380e+06
2.307517e-04	2.903060e+07	2.622450e+06
2.337204e-04	2.990800e+07	1.780560e+06
2.426862e-04	2.966930e+07	1.822850e+06
2.571823e-04	2.899600e+07	2.528630e+06
2.685528e-04	3.014630e+07	1.586810e+06
2.876565e-04	2.941610e+07	2.251860e+06
2.904999e-04	2.904600e+07	2.761340e+06
2.942358e-04	2.997760e+07	1.822240e+06
3.055237e-04	2.982570e+07	2.198520e+06
3.237733e-04	2.918250e+07	2.530960e+06
3.380878e-04	3.028620e+07	1.505330e+06
3.621377e-04	2.961280e+07	2.286870e+06
3.657168e-04	2.921390e+07	2.877910e+06
3.704213e-04	3.005930e+07	1.918850e+06
3.846319e-04	2.976970e+07	2.134990e+06
4.076068e-04	2.926060e+07	2.695530e+06
